  2.0000e+01           ,0
  2.0001e+01           ,6.2500e-03
  2.0005e+01           ,1.2500e-02
  2.0011e+01           ,1.8750e-02
  2.0020e+01           ,2.5000e-02
  2.0031e+01           ,3.1250e-02
  2.0045e+01           ,3.7500e-02
  2.0061e+01           ,4.3750e-02
  2.0080e+01           ,5.0000e-02
  2.0101e+01           ,5.6250e-02
  2.0124e+01           ,6.2500e-02
  2.0151e+01           ,6.8750e-02
  2.0179e+01           ,7.5000e-02
  2.0210e+01           ,8.1250e-02
  2.0243e+01           ,8.7500e-02
  2.0279e+01           ,9.3750e-02
  2.0317e+01           ,1.0000e-01
  2.0358e+01           ,1.0625e-01
  2.0401e+01           ,1.1250e-01
  2.0447e+01           ,1.1875e-01
  2.0495e+01           ,1.2500e-01
  2.0545e+01           ,1.3125e-01
  2.0597e+01           ,1.3750e-01
  2.0652e+01           ,1.4375e-01
  2.0710e+01           ,1.5000e-01
  2.0769e+01           ,1.5625e-01
  2.0831e+01           ,1.6250e-01
  2.0895e+01           ,1.6875e-01
  2.0962e+01           ,1.7500e-01
  2.1031e+01           ,1.8125e-01
  2.1102e+01           ,1.8750e-01
  2.1175e+01           ,1.9375e-01
  2.1250e+01           ,2.0000e-01
  2.1328e+01           ,2.0625e-01
  2.1408e+01           ,2.1250e-01
  2.1490e+01           ,2.1875e-01
  2.1574e+01           ,2.2500e-01
  2.1661e+01           ,2.3125e-01
  2.1749e+01           ,2.3750e-01
  2.1840e+01           ,2.4375e-01
  2.1932e+01           ,2.5000e-01
  2.2027e+01           ,2.5625e-01
  2.2124e+01           ,2.6250e-01
  2.2222e+01           ,2.6875e-01
  2.2323e+01           ,2.7500e-01
  2.2426e+01           ,2.8125e-01
  2.2530e+01           ,2.8750e-01
  2.2637e+01           ,2.9375e-01
  2.2745e+01           ,3.0000e-01
  2.2855e+01           ,3.0625e-01
  2.2968e+01           ,3.1250e-01
  2.3082e+01           ,3.1875e-01
  2.3197e+01           ,3.2500e-01
  2.3315e+01           ,3.3125e-01
  2.3434e+01           ,3.3750e-01
  2.3555e+01           ,3.4375e-01
  2.3678e+01           ,3.5000e-01
  2.3802e+01           ,3.5625e-01
  2.3928e+01           ,3.6250e-01
  2.4056e+01           ,3.6875e-01
  2.4185e+01           ,3.7500e-01
  2.4316e+01           ,3.8125e-01
  2.4448e+01           ,3.8750e-01
  2.4582e+01           ,3.9375e-01
  2.4717e+01           ,4.0000e-01
  2.4854e+01           ,4.0625e-01
  2.4992e+01           ,4.1250e-01
  2.5131e+01           ,4.1875e-01
  2.5272e+01           ,4.2500e-01
  2.5414e+01           ,4.3125e-01
  2.5558e+01           ,4.3750e-01
  2.5702e+01           ,4.4375e-01
  2.5848e+01           ,4.5000e-01
  2.5995e+01           ,4.5625e-01
  2.6144e+01           ,4.6250e-01
  2.6293e+01           ,4.6875e-01
  2.6444e+01           ,4.7500e-01
  2.6595e+01           ,4.8125e-01
  2.6748e+01           ,4.8750e-01
  2.6901e+01           ,4.9375e-01
  2.7056e+01           ,5.0000e-01
  2.7211e+01           ,5.0625e-01
  2.7368e+01           ,5.1250e-01
  2.7525e+01           ,5.1875e-01
  2.7683e+01           ,5.2500e-01
  2.7842e+01           ,5.3125e-01
  2.8001e+01           ,5.3750e-01
  2.8162e+01           ,5.4375e-01
  2.8323e+01           ,5.5000e-01
  2.8484e+01           ,5.5625e-01
