3.0000e-06,1.0000e-06
2.0000e-06,2.0000e-06
2.0000e-06,1.0000e-06
1.0000e-06,1.0000e-06
1.0000e-06,1.0000e-06
1.0000e-06,1.0000e-06
1.0000e-06,1.0000e-06
2.0000e-06,1.0000e-06
2.0000e-06,2.0000e-06
2.0000e-06,1.0000e-06
1.0000e-06,2.0000e-06
1.0000e-06,1.0000e-06
2.0000e-06,1.0000e-06
2.0000e-06,1.0000e-06
1.0000e-06,2.0000e-06
1.0000e-06,1.0000e-06
1.0000e-06,1.0000e-06
1.0000e-06,1.0000e-06
1.0000e-06,1.0000e-06
2.0000e-06,1.0000e-06
1.0000e-06,2.0000e-06
1.2000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.0000e-05,7.0000e-06
1.0000e-05,8.0000e-06
1.0000e-05,7.0000e-06
1.0000e-05,8.0000e-06
1.0000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.0000e-05,7.0000e-06
1.1000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.0000e-05,7.0000e-06
1.1000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.1000e-05,8.0000e-06
1.5100e-04,2.5300e-04
4.0500e-04,2.4100e-04
2.5300e-04,2.6300e-04
3.1800e-04,2.1900e-04
2.2600e-04,1.1100e-04
1.0600e-04,7.7000e-05
2.1200e-04,1.5800e-04
2.1800e-04,1.9000e-04
2.1900e-04,1.6600e-04
2.4300e-04,1.4700e-04
3.9800e-04,2.5700e-04
3.1300e-04,1.8800e-04
1.6900e-04,1.1700e-04
1.5500e-04,1.2500e-04
1.9000e-04,1.2900e-04
1.7200e-04,1.5800e-04
2.0200e-04,1.2200e-04
1.8500e-04,1.1000e-04
1.5300e-04,1.1500e-04
1.7500e-04,1.2600e-04
3.2200e-04,2.0000e-04
8.1700e-04,5.5900e-04
8.0500e-04,5.5800e-04
7.7200e-04,5.6000e-04
7.7600e-04,5.5700e-04
7.9300e-04,5.5900e-04
9.1200e-04,5.5900e-04
7.9100e-04,5.6800e-04
7.7200e-04,5.5900e-04
8.2600e-04,5.5600e-04
7.6900e-04,5.5700e-04
7.8100e-04,5.5800e-04
7.6800e-04,6.9100e-04
7.8300e-04,5.5600e-04
7.6900e-04,5.5800e-04
7.8100e-04,5.5800e-04
7.7300e-04,5.6300e-04
7.7900e-04,5.6900e-04
1.0460e-03,5.7800e-04
7.6900e-04,6.8200e-04
1.1120e-03,5.5700e-04
8.1200e-04,5.5800e-04
1.3211e-02,9.1620e-03
1.2715e-02,9.2020e-03
1.6507e-02,1.3563e-02
1.3330e-02,7.7450e-03
1.2433e-02,5.6270e-03
7.7110e-03,6.3340e-03
7.7830e-03,5.7760e-03
7.7750e-03,5.6280e-03
8.7470e-03,5.6190e-03
7.9710e-03,5.6600e-03
7.9280e-03,5.6160e-03
7.9100e-03,5.6420e-03
7.7730e-03,6.0510e-03
7.9270e-03,5.9450e-03
7.7580e-03,5.8080e-03
7.7580e-03,5.6850e-03
7.8940e-03,5.6080e-03
8.0550e-03,5.6330e-03
8.3440e-03,7.7070e-03
1.1055e-02,9.5090e-03
1.5546e-02,9.4880e-03
1.1041e-01,5.8928e-02
9.5730e-02,5.9126e-02
7.9287e-02,5.8671e-02
7.9443e-02,5.7664e-02
8.0322e-02,5.8702e-02
7.9037e-02,5.6854e-02
7.8366e-02,5.7129e-02
7.8773e-02,6.0112e-02
7.9351e-02,5.8124e-02
7.8038e-02,5.8510e-02
7.8247e-02,5.6978e-02
7.8374e-02,5.7043e-02
7.8179e-02,5.7280e-02
7.8550e-02,5.7137e-02
7.8102e-02,5.7269e-02
